13J,CA,530,1,1270,1270,CHX,M,2.4,740,10/11/2018
13T,CA,560,1,1270,1270,LMX,M,2.27,710,10/11/2018
14,CA,550,1,1260,1260,LMX,M,2.29,710,10/11/2018
14A,CA,600,1,1300,1300,CHX,M,2.17,700,10/11/2018
14B,CA,590,1,1330,1330,LMX,M,2.25,740,10/11/2018
14C,CA,630,1,1330,1330,CHX,M,2.11,700,10/11/2018
14D,CA,560,1,1290,1290,CHX,M,2.3,730,10/11/2018
14E,CA,580,3,1260,3780,CHX,M,2.17,680,10/11/2018
14H,CA,533,3,1230,3690,CHX,M,2.31,697,10/11/2018
14J,CA,615,1,1250,1250,CHX,M,2.03,635,10/11/2018
14T,CA,495,1,1150,1150,CHX,M,2.32,655,10/11/2018
15D,CA,525,2,920,1840,LMX,M,1.75,395,10/11/2018
15E,CA,605,1,1070,1070,LMX,M,1.77,465,10/11/2018
15H,CA,550,1,1250,1250,SAX,M,2.27,700,10/11/2018
15J,CA,470,1,900,900,CHX,M,1.91,430,10/11/2018
15R,CA,595,1,1210,1210,CHX,M,2.03,615,10/11/2018
15T,CA,515,1,1110,1110,CHX,M,2.16,595,10/11/2018
15X,CA,575,1,800,800,LMX,M,1.39,225,10/11/2018
16,CA,460,1,1070,1070,LMX,M,2.33,610,10/11/2018
16A,CA,445,1,1050,1050,CHX,M,2.36,605,10/11/2018
16B,CA,480,1,1080,1080,LMX,M,2.25,600,10/11/2018
17,CA,430,3,1020,3060,LMX,M,2.37,590,10/11/2018
17A,CA,455,1,1060,1060,CHX,M,2.33,605,10/11/2018
17D,CA,480,1,1050,1050,LMX,M,2.19,570,10/11/2018
17E,CA,530,1,1100,1100,CHX,M,2.08,570,10/11/2018
17H,CA,510,1,1080,1080,AAX,M,2.12,570,10/11/2018
17J,CA,470,1,750,750,AAX,M,1.6,280,10/11/2018
17T,CA,435,1,950,950,SAX,M,2.18,515,10/11/2018
17Tt,CA,475,1,1000,1000,BAX,M,2.11,525,10/11/2018
17X,CA,394,2,900,1800,LMX,M,2.28,506,10/11/2018
17Y,CA,352,4,820,3280,LMX,M,2.33,468,10/11/2018
18,CA,635,1,1360,1360,CHX,M,2.14,725,10/11/2018
18A,CA,605,1,1340,1340,CHX,M,2.21,735,10/11/2018
18B,CA,640,1,1390,1390,CHX,M,2.17,750,10/11/2018
18C,CA,660,1,1350,1350,CHX,M,2.05,690,10/11/2018
18D,CA,600,1,1340,1340,CHX,M,2.23,740,10/11/2018
18E,CA,525,1,1100,1100,CHX,M,2.1,575,10/11/2018
18EE,CA,510,1,1040,1040,CHX,M,2.04,530,10/11/2018
18H,CA,540,1,1100,1100,CHX,M,2.04,560,10/11/2018
18J,CA,360,1,720,720,LM,M,2,360,10/11/2018
18T,CA,495,1,860,860,AAX,M,1.74,365,10/11/2018
19A,CA,680,1,1360,1360,LMX,M,2,680,10/11/2018
19B,CA,630,2,1300,2600,LMX,M,2.06,670,10/11/2018
19X,CA,445,2,820,1640,LMX,M,1.84,375,10/11/2018
19Y,CA,505,1,820,820,AAX,M,1.62,315,10/11/2018
20,CA,480,2,990,1980,SIX,M,2.06,510,10/11/2018
20A,CA,565,1,1050,1050,AAX,M,1.86,485,10/11/2018
22B,CA,455,1,930,930,HEX,M,2.04,475,10/11/2018
22E,CA,475,1,920,920,SHX,M,1.94,445,10/11/2018
22H,CA,620,1,1120,1120,CHX,M,1.81,500,10/11/2018
22J,CA,615,1,1050,1050,CHX,M,1.71,435,10/11/2018
23,CA,545,1,1280,1280,LMX,M,2.35,735,10/11/2018
23A,CA,565,1,1240,1240,CHX,M,2.19,675,10/11/2018
23B,CA,600,1,1300,1300,LMX,M,2.17,700,10/11/2018
23C,CA,605,1,1240,1240,CHX,M,2.05,635,10/11/2018
23D,CA,620,1,1440,1440,CH,M,2.32,820,10/11/2018
23E,CA,470,1,900,900,LM,M,1.91,430,10/11/2018
23H,CA,555,1,1220,1220,LMX,M,2.2,665,10/11/2018
23J,CA,535,1,1240,1240,LMX,M,2.32,705,10/11/2018
24A,CA,600,1,1270,1270,SHX,M,2.12,670,10/11/2018
24B,CA,470,1,950,950,CHX,M,2.02,480,10/11/2018
24C,CA,445,1,880,880,CHX,M,1.98,435,10/11/2018
24D,CA,650,1,1190,1190,HEX,M,1.83,540,10/11/2018
24E,CA,655,1,1190,1190,AAX,M,1.82,535,10/11/2018
24H,CA,560,1,1180,1180,LMX,M,2.11,620,10/11/2018
24J,CA,575,1,1170,1170,LMX,M,2.03,595,10/11/2018
24T,CA,540,2,1110,2220,LMX,M,2.06,570,10/11/2018
24X,CA,475,1,1060,1060,LMX,M,2.23,585,10/11/2018
25,CA,685,1,1150,1150,LMX,M,1.68,465,10/11/2018
25A,CA,775,1,1260,1260,HEX,M,1.63,485,10/11/2018
25B,CA,685,2,1170,2340,AAX,M,1.71,485,10/11/2018
25D,CA,658,2,1310,2620,AAX,M,1.99,652,10/11/2018
25E,CA,575,1,1240,1240,AAX,M,2.16,665,10/11/2018
25H,CA,565,1,1200,1200,AAX,M,2.12,635,10/11/2018
26D,CA,365,1,450,450,HEX,M,1.23,85,10/11/2018
26E,CA,325,1,520,520,LMX,M,1.6,195,10/11/2018
26H,CA,400,1,560,560,AAX,M,1.4,160,10/11/2018
26J,CA,520,1,940,940,AAX,M,1.81,420,10/11/2018
26T,CA,390,1,710,710,AAX,M,1.82,320,10/11/2018
1,CA,425,1,1010,1010,CHX,M,2.38,585,17/11/2018
1A,CA,440,1,1040,1040,LMX,M,2.36,600,17/11/2018
1B,CA,485,1,1080,1080,LMX,M,2.23,595,17/11/2018
1J,CA,505,1,950,950,LMX,M,1.88,445,17/11/2018
2,CA,550,1,1000,1000,LM,M,1.82,450,17/11/2018
2A,CA,520,1,800,800,SH,M,1.54,280,17/11/2018
2D,CA,435,1,955,955,CHX,M,2.2,520,17/11/2018
2E,CA,490,1,800,800,LMX,M,1.63,310,17/11/2018
2H,CA,385,1,600,600,AAX,M,1.56,215,17/11/2018
2J,CA,580,1,800,800,LMX,M,1.38,220,17/11/2018
3,CA,660,1,1130,1130,SIX,M,1.71,470,17/11/2018
3A,CA,560,1,1060,1060,LMX,M,1.89,500,17/11/2018
3B,CA,550,1,1050,1050,BBX,M,1.91,500,17/11/2018
3C,CA,510,1,920,920,BBX,M,1.8,410,17/11/2018
3D,CA,765,1,1140,1140,AAX,M,1.49,375,17/11/2018
3E,CA,610,1,1250,1250,PTX,M,2.05,640,17/11/2018
3H,CA,670,1,1420,1420,PTX,M,2.12,750,17/11/2018
4E,CA,518,2,800,1600,HEX,M,1.54,282,17/11/2018
4J,CA,560,1,1270,1270,LMX,M,2.27,710,17/11/2018
4T,CA,515,1,1100,1100,LMX,M,2.14,585,17/11/2018
4X,CA,515,2,1160,2320,LMX,M,2.25,645,17/11/2018
5,CA,538,2,1280,2560,LMX,M,2.38,742,17/11/2018
5A,CA,635,1,1240,1240,SIX,M,1.95,605,17/11/2018
5B,CA,550,1,1150,1150,BBX,M,2.09,600,17/11/2018
5C,CA,528,2,1230,2460,LMX,M,2.33,702,17/11/2018
5D,CA,620,1,1240,1240,LMX,M,2,620,17/11/2018
5DD,CA,495,1,1140,1140,LMX,M,2.3,645,17/11/2018
5E,CA,495,2,1160,2320,LMX,M,2.34,665,17/11/2018
6B,CA,465,1,1070,1070,CHX,M,2.3,605,17/11/2018
6D,CA,550,1,1080,1080,CHX,M,1.96,530,17/11/2018
6E,CA,510,1,1090,1090,BBX,M,2.14,580,17/11/2018
6T,CA,860,1,1860,1860,CHX,M,2.16,1000,17/11/2018
6X,CA,890,1,1800,1800,CHX,M,2.02,910,17/11/2018
7,CA,510,2,900,1800,AAX,M,1.76,390,17/11/2018
7A,CA,550,2,960,1920,AAX,M,1.75,410,17/11/2018
8J,CA,495,1,870,870,AAX,M,1.76,375,17/11/2018
8T,CA,550,1,920,920,LMX,M,1.67,370,17/11/2018
8X,CA,450,2,850,1700,HEX,M,1.89,400,17/11/2018
9,CA,540,2,1080,2160,BAX,M,2,540,17/11/2018
9A,CA,515,1,1070,1070,BA,M,2.08,555,17/11/2018
9B,CA,560,1,1030,1030,BBX,M,1.84,470,17/11/2018
9D,CA,470,2,650,1300,SHX,M,1.38,180,17/11/2018
9E,CA,438,2,570,1140,SHX,M,1.3,132,17/11/2018
9H,CA,410,1,680,680,BBX,M,1.66,270,17/11/2018
9T,CA,560,2,1030,2060,AAX,M,1.84,470,17/11/2018
9X,CA,514,3,900,2700,AAX,M,1.75,386,17/11/2018
10,CA,425,1,1000,1000,CHX,M,2.35,575,17/11/2018
10A,CA,630,1,1220,1220,CHX,M,1.94,590,17/11/2018
10B,CA,620,1,1110,1110,CHX,M,1.79,490,17/11/2018
10C,CA,580,1,1200,1200,CHX,M,2.07,620,17/11/2018
10D,CA,530,1,1060,1060,CHX,M,2,530,17/11/2018
10E,CA,530,1,1080,1080,CHX,M,2.04,550,17/11/2018
10H,CA,470,1,1080,1080,LMX,M,2.3,610,17/11/2018
10J,CA,480,1,1080,1080,LMX,M,2.25,600,17/11/2018
10R,CA,415,1,800,800,HEX,M,1.93,385,17/11/2018
10T,CA,560,1,1180,1180,LMX,M,2.11,620,17/11/2018
11A,CA,650,1,1260,1260,CHX,M,1.94,610,17/11/2018
11B,CA,525,1,1120,1120,LMX,M,2.13,595,17/11/2018
11C,CA,580,1,1150,1150,SIX,M,1.98,570,17/11/2018
11E,CA,515,1,1120,1120,LMX,M,2.17,605,17/11/2018
11H,CA,585,1,1130,1130,CHX,M,1.93,545,17/11/2018
11J,CA,670,1,1050,1050,FR,M,1.57,380,17/11/2018
11T,CA,680,1,1050,1050,FR,M,1.54,370,17/11/2018
11X,CA,670,1,970,970,FR,M,1.45,300,17/11/2018
12,CA,555,2,1270,2540,CHX,M,2.29,715,17/11/2018
12A,CA,530,1,1240,1240,LMX,M,2.34,710,17/11/2018
12B,CA,605,1,1200,1200,HEX,M,1.98,595,17/11/2018
12C,CA,470,1,1000,1000,LMX,M,2.13,530,17/11/2018
12D,CA,510,2,1110,2220,CH,M,2.18,600,17/11/2018
12E,CA,452,2,1050,2100,CHX,M,2.32,598,17/11/2018
12H,CA,480,2,1210,2420,BAX,M,2.52,730,17/11/2018
12J,CA,450,2,1070,2140,LMX,M,2.38,620,17/11/2018
12X,CA,475,1,900,900,SIX,M,1.89,425,17/11/2018
13,CA,550,1,1220,1220,LMX,M,2.22,670,17/11/2018
13B,CA,580,1,1300,1300,LMX,M,2.24,720,17/11/2018
13C,CA,535,1,1190,1190,LMX,M,2.22,655,17/11/2018
13D,CA,560,1,1240,1240,CHX,M,2.21,680,17/11/2018
